emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,application_type,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
4.0,0,70000.0,0,21.41,90000.0,1,21.42,1,11.0,2004,0,50,19,565377,231673,0,0,34.0,0,0,7,8,20.0,19,0.0,0,3,3900,13,11,7,2,92.0,0,0,0,10000,36,17.09,356.98,3,1,0,0,0,9347.1,1061.45,652.9,408.55,0.0
10.0,0,51000.0,0,19.32,90000.0,1,21.42,0,25.0,2008,2,20,3,203258,48820,0,0,34.0,0,0,1,7,7.0,3,0.0,0,1,17400,11,1,1,1,100.0,0,0,0,15000,36,10.91,490.45,1,1,0,1,0,13564.27,1943.62,1435.73,507.89,0.0
10.0,2,25000.0,0,23.24,62000.0,0,28.82,0,48.0,2008,5,14,9,31799,15328,0,0,34.0,0,0,2,4,4.0,9,0.0,0,1,10000,12,7,2,0,85.7,0,0,1,22400,36,17.09,799.63,3,1,0,1,0,20436.07,3145.35,1963.93,1181.42,0.0
10.0,1,120000.0,1,14.24,90000.0,1,21.42,0,39.0,1989,0,38,20,93000,30569,0,0,34.0,0,1200,1,4,16.0,20,0.0,0,7,41200,32,19,11,0,94.7,0,0,0,20000,36,6.08,609.17,0,2,0,0,0,17434.95,3086.38,2565.05,521.33,0.0
5.0,0,58000.0,2,3.72,90000.0,1,21.42,0,30.0,2009,2,14,6,266417,12488,0,0,30.0,0,575,2,5,6.0,6,0.0,0,2,3900,4,3,2,2,71.4,0,0,0,5000,36,10.91,163.49,1,2,0,1,0,4521.4,650.93,478.6,172.33,0.0
5.0,1,80000.0,2,9.81,90000.0,1,21.42,1,6.0,2006,0,9,7,29227,29442,0,1,36.0,0,0,6,1,15.0,6,0.0,0,1,6200,2,1,1,0,77.8,0,1,0,10000,60,24.85,292.64,4,2,0,0,0,8568.16,2156.75,1431.84,724.91,0.0
0.0,1,35000.0,2,15.5,65000.0,2,9.45,0,25.0,2014,3,4,4,15100,10126,0,0,34.0,0,0,2,2,2.0,4,0.0,0,2,8500,2,2,2,0,100.0,0,0,1,5000,36,15.05,173.45,2,1,0,1,0,4548.63,689.62,451.37,238.25,0.0
10.0,0,68000.0,1,32.51,90000.0,1,21.42,0,25.0,2002,0,25,12,154465,76428,0,0,34.0,0,0,3,6,17.0,12,0.0,0,3,47000,18,9,5,1,100.0,0,0,0,3000,36,6.08,91.38,0,2,0,0,0,2615.22,454.37,384.78,69.59,0.0
4.0,1,160000.0,1,6.69,90000.0,1,21.42,0,25.0,1997,2,17,11,79459,75476,0,7,34.0,0,0,4,8,2.0,11,0.0,0,3,4100,9,7,5,0,100.0,6,1,0,12000,60,12.61,270.65,2,0,0,0,0,11154.62,1203.54,845.38,358.16,0.0
9.0,1,46000.0,1,7.8,90000.0,1,21.42,0,25.0,2013,0,15,10,64350,34481,0,0,34.0,0,0,1,2,23.0,10,0.0,0,3,27800,14,9,6,0,100.0,0,0,0,20800,36,6.72,639.59,0,2,0,0,0,16837.83,4484.47,3962.17,522.3,0.0
1.0,0,50000.0,2,25.71,90000.0,1,21.42,0,32.0,2006,0,22,17,96313,32621,0,1,34.0,0,0,2,6,14.0,17,0.0,0,4,12700,15,14,10,1,95.5,0,1,0,10000,36,9.44,320.05,1,2,0,0,0,8773.94,1595.01,1226.06,368.95,0.0
10.0,1,70000.0,2,22.35,90000.0,1,21.42,0,25.0,1994,1,34,22,171805,42877,0,0,34.0,0,0,1,9,7.0,22,0.0,0,9,122600,32,21,11,0,100.0,0,0,0,20000,36,6.71,614.9,0,0,0,0,0,18482.35,1829.79,1517.65,312.14,0.0
10.0,0,95000.0,2,18.47,90000.0,1,21.42,0,25.0,1995,0,19,6,323589,47467,0,0,34.0,0,0,3,2,23.0,6,0.0,0,2,41000,10,2,2,4,100.0,0,0,0,37000,60,10.42,793.81,1,2,0,0,0,34595.98,3947.63,2404.02,1543.61,0.0
3.0,1,144000.0,1,5.57,90000.0,1,21.42,0,24.0,2006,1,41,10,62132,15684,0,0,24.0,0,1297,1,6,8.0,10,0.0,0,4,24200,38,9,5,0,65.9,0,0,0,6000,36,6.72,184.5,0,1,0,0,1,5391.31,735.76,608.69,127.07,0.0
2.0,2,30000.0,1,29.52,90000.0,1,21.42,0,25.0,2004,0,12,11,60883,31896,0,0,34.0,0,0,1,1,17.0,11,0.0,0,3,20400,11,10,5,0,100.0,0,0,0,10000,36,9.93,322.35,1,2,0,0,0,8782.01,1600.72,1217.99,382.73,0.0
10.0,0,312221.0,2,19.29,90000.0,1,21.42,0,25.0,1990,0,69,31,920884,256949,0,0,34.0,0,0,10,6,15.0,31,0.0,0,9,49400,24,16,12,5,100.0,0,0,0,20000,36,6.72,614.99,0,1,0,0,0,17971.08,2452.49,2028.92,423.57,0.0
6.0,0,110000.0,1,17.98,90000.0,1,21.42,0,56.0,2000,2,27,10,367911,60513,0,0,34.0,0,0,6,1,1.0,10,0.0,0,1,13200,6,3,2,2,96.3,0,0,0,18000,60,9.44,377.51,1,2,0,0,0,16801.75,1878.11,1198.25,679.86,0.0
2.0,0,100000.0,1,19.34,90000.0,1,21.42,0,46.0,2002,2,19,17,75176,38767,0,0,34.0,0,327,3,6,6.0,17,0.0,0,8,17200,14,14,11,0,88.2,0,0,0,10000,36,13.59,339.79,2,2,1,0,0,0.0,10514.92094,10000.0,514.92,0.0
10.0,0,50000.0,2,18.1,90000.0,1,21.42,0,25.0,2003,1,26,12,93306,31110,0,1,34.0,0,0,3,6,2.0,12,0.0,0,3,48500,15,9,3,2,100.0,0,1,0,25000,60,12.61,563.85,2,0,0,0,0,24394.55,1136.46,605.45,531.01,0.0
1.0,1,35000.0,2,1.71,90000.0,1,21.42,0,25.0,2009,1,11,2,1000,778,0,0,34.0,0,0,0,2,2.0,2,0.0,0,2,1000,2,2,2,0,100.0,0,0,0,5000,36,21.45,189.54,3,1,0,1,0,4588.46,772.64,411.54,361.1,0.0
10.0,0,80000.0,1,5.81,90000.0,1,21.42,0,35.0,1997,1,44,13,214600,13327,0,0,35.0,0,1000,0,5,10.0,13,0.0,0,3,31000,36,12,4,3,86.4,0,0,0,6000,36,9.43,192.01,1,1,0,0,0,5413.69,764.9,586.31,178.59,0.0
5.930306000217794,1,25000.0,1,0.0,51000.0,1,8.25,0,25.0,2006,3,2,2,5600,0,0,0,34.0,0,0,0,1,4.0,2,0.0,0,0,5600,2,2,0,0,100.0,0,0,1,8400,36,6.71,258.26,0,0,0,0,0,7976.24,510.26,423.76,86.5,0.0
0.0,0,85000.0,1,7.92,90000.0,1,21.42,0,25.0,2002,1,24,6,53943,25336,0,0,34.0,0,0,1,2,2.0,6,0.0,0,1,24000,17,5,3,5,100.0,0,0,0,23000,60,9.92,487.78,1,0,0,0,0,22099.66,1450.66,900.34,550.32,0.0
10.0,0,64655.0,2,14.16,90000.0,1,21.42,0,28.0,2002,1,12,10,107432,10692,0,0,28.0,0,0,1,6,6.0,10,0.0,0,4,4600,8,8,7,1,91.7,0,0,0,3025,36,19.42,111.53,3,0,0,0,0,2834.22,328.06,190.78,137.28,0.0
10.0,1,75000.0,0,15.58,90000.0,1,21.42,0,25.0,2006,10,8,7,76995,73884,0,1,34.0,0,0,2,2,8.0,7,0.0,0,4,16300,5,5,4,1,100.0,0,1,0,25000,36,14.08,855.42,2,1,0,0,0,22711.77,3372.79,2288.23,1084.56,0.0
10.0,1,32000.0,0,19.39,90000.0,1,21.42,0,49.0,1999,0,10,3,17000,12346,0,1,34.0,0,0,0,1,1.0,3,0.0,0,2,16000,9,3,2,1,80.0,0,1,0,25000,60,20.0,662.35,3,2,0,0,0,23730.52,3283.97,1269.48,2014.49,0.0
10.0,1,60000.0,1,10.96,90000.0,1,21.42,0,67.0,2007,7,5,2,30741,24730,0,1,34.0,0,0,1,1,6.0,2,0.0,0,1,8500,2,1,1,0,80.0,0,1,0,5000,36,9.93,161.18,1,2,0,0,0,4390.98,803.14,609.02,194.12,0.0
10.0,2,100000.0,2,16.54,90000.0,1,21.42,0,25.0,1998,0,10,5,55685,43346,0,0,34.0,0,0,2,1,1.0,5,0.0,0,3,27300,3,3,3,2,100.0,0,0,0,20000,36,7.35,620.75,0,2,0,1,0,17478.04,3095.58,2521.96,573.62,0.0
10.0,0,103000.0,2,17.35,226000.0,2,16.01,0,58.0,2003,9,23,15,642952,49118,0,2,34.0,0,0,1,10,1.0,15,0.0,0,3,19300,18,13,8,1,95.7,2,0,1,35000,36,18.06,1266.39,3,2,0,1,0,31188.8,6296.83,3811.2,2485.63,0.0
10.0,2,56000.0,2,17.55,90000.0,1,21.42,0,25.0,2003,5,18,12,55201,45651,0,0,34.0,0,0,1,5,1.0,12,0.0,0,6,13900,12,11,6,0,100.0,0,0,0,15000,60,14.08,349.65,2,2,1,0,0,0.0,15464.29332,15000.0,464.29,0.0
0.0,0,52000.0,1,28.25,90000.0,1,21.42,0,25.0,2010,12,13,10,78554,53045,0,0,34.0,0,0,4,5,1.0,10,0.0,0,2,11800,8,6,5,0,100.0,0,0,0,6000,36,13.59,203.88,2,1,0,0,0,5446.97,806.46,553.03,253.43,0.0
2.0,0,300000.0,2,13.03,90000.0,1,21.42,1,23.0,1991,3,25,14,864396,160922,0,0,34.0,0,0,8,8,6.0,14,0.0,0,4,47400,8,5,5,3,87.5,0,0,0,19000,36,7.96,595.05,0,0,0,0,0,18058.85,1223.72,941.15,282.57,0.0
10.0,0,140000.0,1,15.02,90000.0,1,21.42,0,25.0,1991,1,29,18,363123,75851,0,0,34.0,0,0,3,0,7.0,18,0.0,0,6,112500,20,14,6,4,100.0,0,0,0,40000,36,5.31,1204.42,0,0,0,0,1,36904.08,3601.46,3095.92,505.54,0.0
0.0,1,24000.0,1,17.65,90000.0,1,21.42,0,58.0,2006,0,21,6,23200,13415,0,0,58.0,0,0,0,2,1.0,6,0.0,0,4,19200,7,6,5,8,80.0,0,0,0,10000,36,10.41,324.61,1,0,0,1,0,9280.21,968.05,719.79,248.26,0.0
10.0,0,116365.0,2,12.6,90000.0,1,21.42,0,25.0,2006,2,18,11,483332,37067,0,0,34.0,0,0,3,2,0.0,11,0.0,0,1,23900,9,7,2,3,100.0,0,0,0,40000,60,9.44,838.91,1,2,0,0,0,37337.22,4142.11,2662.78,1479.33,0.0
0.0,0,45000.0,2,17.89,90000.0,1,21.42,0,55.0,2005,5,51,26,239710,135938,0,0,34.0,0,0,12,12,1.0,26,0.0,0,6,20900,22,13,9,2,97.8,0,0,0,18000,60,13.58,414.92,2,0,0,0,1,17359.14,1217.6,640.86,576.74,0.0
5.930306000217794,2,16848.0,0,29.7,90000.0,1,21.42,0,49.0,2006,1,10,5,11266,7389,0,0,34.0,0,180,1,2,0.0,5,0.0,0,3,5400,6,4,4,0,90.0,0,0,0,6500,36,23.88,254.61,4,0,0,1,0,6116.69,746.58,383.31,363.27,0.0
3.0,1,25000.0,2,8.69,90000.0,1,21.42,0,25.0,2014,1,9,8,15500,6054,0,0,34.0,0,0,0,3,4.0,8,0.0,0,3,12700,9,8,4,0,100.0,0,0,0,6000,36,13.59,203.88,2,2,0,1,0,5304.78,1014.87,695.22,319.65,0.0
5.0,1,56912.0,2,17.36,90000.0,1,21.42,0,74.0,2009,4,21,11,78289,36562,0,0,74.0,0,0,2,8,4.0,11,0.0,0,3,19400,11,9,5,0,95.0,0,0,0,12000,36,6.71,368.94,0,0,0,0,0,11089.41,1088.93,910.59,178.34,0.0
7.0,0,135000.0,1,4.18,90000.0,1,21.42,0,25.0,2001,1,11,8,53900,13397,0,1,34.0,0,0,0,1,1.0,8,0.0,0,6,53900,11,8,6,0,100.0,1,0,0,13000,60,12.62,293.27,2,1,0,0,0,12388.02,1075.78,611.98,463.8,0.0
9.0,0,54000.0,0,20.51,90000.0,1,21.42,0,29.0,2002,3,23,7,336575,37169,0,0,29.0,0,0,2,4,3.0,7,0.0,0,3,15300,10,4,3,4,91.3,0,0,0,10000,36,9.44,320.05,1,1,0,1,0,9023.01,1267.09,976.99,290.1,0.0
10.0,2,115000.0,2,22.76,90000.0,1,21.42,0,53.0,2002,0,17,7,121021,100778,0,0,56.0,0,2316,1,5,15.0,7,0.0,0,3,25700,7,5,3,0,88.2,0,0,0,35000,36,15.05,1214.15,2,2,0,1,0,31025.59,6012.22,3974.41,2037.81,0.0
10.0,1,60000.0,1,5.56,90000.0,1,21.42,0,89.0,2000,0,22,5,10000,7749,0,0,89.0,0,886,0,1,15.0,5,0.0,0,3,7100,10,5,5,0,95.5,0,0,0,8000,36,9.93,257.88,1,2,0,0,0,7025.61,1284.99,974.39,310.6,0.0
10.0,2,42780.0,2,21.6,90000.0,1,21.42,0,25.0,2000,1,14,8,56600,15359,0,0,34.0,0,524,2,6,3.0,8,0.0,0,2,11800,9,6,3,0,100.0,0,0,0,20000,60,18.06,508.53,3,2,0,0,0,19150.95,2014.05,849.05,1165.0,0.0
3.0,0,110000.0,2,17.85,90000.0,1,21.42,1,22.0,2005,5,63,19,251721,233230,0,0,79.0,0,344,3,11,1.0,19,0.0,0,6,70900,30,16,11,0,88.5,0,0,0,30000,36,16.01,1054.86,2,0,0,0,0,27931.95,3212.9,2068.05,1144.85,0.0
2.0,0,39000.0,1,5.23,90000.0,1,21.42,0,49.0,2000,5,25,12,168337,3907,0,1,49.0,0,984,0,13,6.0,12,0.0,0,2,7900,19,11,5,1,88.0,0,1,0,5000,36,11.99,166.05,1,1,0,1,0,4528.63,660.87,471.37,189.5,0.0
3.0,0,49000.0,0,11.68,90000.0,1,21.42,0,25.0,2006,5,30,22,243107,14255,0,0,34.0,0,0,2,9,2.0,21,0.0,0,6,51100,24,19,8,1,100.0,0,0,0,5000,36,9.43,160.01,1,0,0,0,0,4634.99,474.79,365.01,109.78,0.0
10.0,1,63000.0,2,13.11,90000.0,1,21.42,0,25.0,2003,2,31,22,73117,28831,0,1,34.0,0,0,1,9,1.0,22,0.0,0,5,30700,26,20,6,1,100.0,0,1,0,21000,36,11.99,697.41,1,2,0,0,0,18512.98,3563.99,2487.02,1076.97,0.0
5.930306000217794,0,35000.0,1,1.3,90000.0,1,21.42,0,25.0,2003,7,35,7,127609,1933,0,1,34.0,0,0,0,4,3.0,7,0.0,0,1,12500,24,6,1,5,100.0,0,1,0,2500,36,5.32,75.29,0,2,0,0,1,2023.05,525.71,476.95,48.76,0.0
0.0,2,80000.0,2,12.77,90000.0,1,21.42,0,25.0,1989,0,15,9,47100,28942,0,0,34.0,0,0,0,3,1.0,9,0.0,0,5,40400,15,9,7,0,100.0,0,0,0,25000,60,12.62,563.98,2,1,0,0,0,23776.62,2220.86,1223.38,997.48,0.0
10.0,0,75000.0,0,25.79,90000.0,1,21.42,0,29.0,2002,1,23,17,382076,56682,0,0,34.0,0,0,2,3,7.0,17,0.0,0,4,14800,17,14,11,2,95.7,0,0,0,3600,36,15.05,124.89,2,2,0,0,0,3191.17,621.44,408.83,212.61,0.0
3.0,1,70000.0,0,13.65,90000.0,1,21.42,0,25.0,2006,2,13,7,33189,22578,1,0,34.0,0,621,2,5,9.0,7,0.0,0,3,9600,7,5,3,0,100.0,0,0,0,10000,36,15.05,346.9,2,2,0,1,0,8347.93,2211.58,1652.07,559.51,0.0
2.0,1,60000.0,1,8.3,90000.0,1,21.42,0,26.0,2013,0,4,4,17359,10091,0,0,34.0,0,0,1,3,19.0,4,0.0,0,0,1000,3,3,1,0,75.0,0,0,0,6500,36,10.42,211.03,1,2,0,0,0,5713.52,1051.39,786.48,264.91,0.0
3.0,0,75000.0,2,3.06,90000.0,1,21.42,0,27.0,2008,3,9,9,534372,6202,0,2,33.0,0,0,0,6,8.0,9,0.0,0,7,44100,7,7,7,1,100.0,2,0,0,10000,36,6.72,307.5,0,1,0,0,0,8985.61,1226.27,1014.39,211.88,0.0
7.0,0,42000.0,2,2.03,90000.0,1,21.42,0,25.0,2006,0,4,2,4300,2716,0,0,34.0,0,0,0,1,15.0,2,0.0,0,2,4300,4,2,2,0,100.0,0,0,0,8000,36,7.35,248.3,0,2,0,0,0,6991.22,1234.97,1008.78,226.19,0.0
10.0,1,55000.0,1,3.93,90000.0,1,21.42,0,25.0,2006,3,8,4,4300,3323,0,0,34.0,0,0,0,3,4.0,4,0.0,0,2,1600,5,4,4,0,100.0,0,0,0,3500,36,20.39,130.77,3,1,0,0,0,3207.45,515.15,292.55,222.6,0.0
10.0,1,60000.0,2,29.4,90000.0,1,21.42,0,25.0,1990,1,15,5,88084,49084,0,0,34.0,0,0,2,3,10.0,5,0.0,0,3,37700,10,3,3,2,100.0,0,0,0,32000,36,6.08,974.67,0,1,0,0,0,28725.07,3877.06,3274.93,602.13,0.0
10.0,1,84000.0,2,15.23,90000.0,1,21.42,0,96.0,2006,1,19,13,74900,24189,0,0,96.0,0,0,1,3,0.0,13,0.0,0,4,50700,18,12,4,0,94.7,0,0,0,30000,36,9.93,967.03,1,0,0,1,0,27825.77,2884.54,2174.23,710.31,0.0
10.0,0,122000.0,2,6.38,212237.0,2,6.68,1,18.0,2006,1,12,5,206602,35326,0,0,34.0,0,0,1,3,12.0,5,0.0,0,1,1700,5,3,2,1,75.0,0,0,1,16000,36,11.98,531.28,1,0,0,0,0,14874.19,1598.55,1125.81,472.74,0.0
5.930306000217794,0,27000.0,2,17.56,90000.0,1,21.42,0,40.0,1986,0,9,5,17400,12400,0,0,40.0,0,0,0,2,20.0,5,0.0,0,3,13000,9,5,5,0,88.9,0,0,0,8400,36,20.39,313.85,3,0,0,0,0,8054.85,637.22,345.15,292.07,0.0
3.0,0,51000.0,0,22.54,90000.0,1,21.42,0,25.0,2011,7,11,8,358161,45893,0,0,34.0,0,0,1,6,10.0,8,0.0,0,3,5600,7,6,5,2,100.0,0,0,0,6000,36,13.58,203.85,2,0,0,1,0,3566.39,2602.5,2433.61,168.89,0.0
5.930306000217794,1,22114.0,0,11.07,90000.0,1,21.42,0,25.0,1991,0,20,4,20600,7064,0,1,34.0,0,150,0,10,1.0,4,0.0,0,3,19700,9,4,4,0,100.0,0,1,0,10000,36,5.31,301.11,0,1,0,0,1,9226.01,915.13,773.99,141.14,0.0
10.0,0,53000.0,2,19.9,90000.0,1,21.42,0,25.0,2004,2,24,11,47923,29258,0,0,34.0,0,3489,3,10,8.0,11,0.0,0,2,11500,8,8,6,0,100.0,0,0,0,10000,36,16.02,351.67,2,1,0,0,0,9109.69,1397.78,890.31,507.47,0.0
2.0,0,55000.0,2,11.5,90000.0,1,21.42,0,24.0,2012,5,16,11,230889,32952,0,0,34.0,0,0,2,10,9.0,11,0.0,0,2,11400,10,8,2,1,93.8,0,0,0,16000,60,18.06,406.82,3,1,0,0,0,15320.78,1587.15,679.22,907.93,0.0
5.930306000217794,1,69000.0,2,22.43,90000.0,1,21.42,0,43.0,2000,0,27,13,73031,48611,0,0,34.0,0,0,1,1,1.0,13,0.0,0,5,23600,20,12,6,0,81.5,0,0,0,22000,60,19.03,571.06,3,1,0,0,0,21091.26,2260.98,908.74,1352.24,0.0
10.0,2,50000.0,1,31.35,90000.0,1,21.42,0,25.0,1994,1,19,11,86930,49555,0,0,34.0,0,0,2,2,12.0,11,0.0,0,2,24900,13,9,6,1,100.0,0,0,0,10000,60,16.02,243.29,2,2,0,0,0,9436.2,1198.65,563.8,634.85,0.0
5.930306000217794,1,75341.0,2,8.38,90000.0,1,21.42,0,25.0,2009,0,14,7,20924,10800,0,1,34.0,0,0,1,2,1.0,7,0.0,0,3,7800,5,5,4,0,100.0,0,1,0,10000,36,9.93,322.35,1,1,0,0,0,9029.64,1278.37,970.36,308.01,0.0
0.0,0,117000.0,0,9.97,90000.0,1,21.42,0,25.0,2005,4,14,10,277533,57505,0,0,34.0,0,0,6,6,1.0,10,0.0,0,2,17300,3,3,2,2,100.0,0,0,0,35000,60,13.59,806.97,2,2,0,0,0,32900.0,4008.43,2100.0,1908.43,0.0
3.0,1,27000.0,2,33.16,54000.0,2,23.82,0,25.0,2006,1,7,6,71850,34750,0,0,34.0,0,0,1,2,12.0,6,0.0,0,1,31300,5,5,3,0,100.0,0,0,1,23000,60,15.05,547.78,2,2,0,0,0,21700.83,2416.51,1299.17,1117.34,0.0
6.0,0,65000.0,2,18.78,112000.0,2,15.87,2,4.0,2004,3,20,8,132026,14436,0,0,61.0,0,0,2,3,2.0,8,0.0,0,3,4300,11,5,4,1,60.0,0,0,1,7200,36,23.87,281.99,4,0,0,1,0,6775.35,826.87,424.65,402.22,0.0
10.0,0,88932.0,1,17.42,90000.0,1,21.42,0,25.0,2011,0,12,9,226673,41134,0,0,34.0,0,0,2,1,1.0,9,0.0,0,5,38300,6,6,5,1,100.0,0,0,0,14000,60,9.93,296.98,1,2,0,0,0,13079.24,1477.18,920.76,556.42,0.0
1.0,0,67000.0,1,30.54,90000.0,1,21.42,0,44.0,2001,1,19,9,280934,62759,0,0,34.0,0,1160,3,3,3.0,9,0.0,0,3,26800,6,4,3,3,94.7,0,0,0,19525,60,20.0,517.3,3,2,0,0,0,18533.07,2543.11,991.93,1551.18,0.0
2.0,1,50000.0,2,6.51,90000.0,1,21.42,1,6.0,2005,1,18,11,29725,9263,0,0,34.0,0,0,1,5,3.0,11,0.0,0,4,24300,13,10,5,0,94.4,0,0,0,7800,36,5.32,234.9,0,2,0,0,1,6993.38,937.29,806.62,130.67,0.0
5.0,1,36000.0,0,20.98,90000.0,1,21.42,0,25.0,2012,1,11,8,50999,14555,0,0,34.0,0,0,0,5,8.0,8,0.0,0,3,16300,8,7,7,0,100.0,0,0,0,28600,60,26.77,869.39,4,0,0,0,0,27890.29,2523.1,709.71,1813.39,0.0
5.930306000217794,2,18000.0,1,19.27,90000.0,1,21.42,0,25.0,2005,1,25,8,62000,11744,0,0,34.0,0,0,0,3,12.0,8,0.0,0,4,32800,21,7,5,1,100.0,0,0,0,2500,36,7.34,77.59,0,0,0,0,0,2311.96,230.73,188.04,42.69,0.0
0.0,1,76000.0,1,9.54,90000.0,1,21.42,1,4.0,2000,1,16,8,276617,17221,0,0,4.0,0,0,1,2,9.0,8,0.0,0,2,17000,11,6,2,1,87.5,0,0,0,30000,36,15.05,1040.7,2,1,0,0,0,27291.78,4137.72,2708.22,1429.5,0.0
10.0,0,50000.0,2,14.11,90000.0,1,21.42,0,61.0,2004,2,31,20,240758,12199,0,6,65.0,0,4314,0,14,1.0,20,0.0,0,8,16400,25,19,16,3,100.0,5,1,0,10400,36,10.9,340.0,1,0,0,0,0,9656.69,1007.4,743.31,264.09,0.0
1.0,1,58000.0,2,24.75,90000.0,1,21.42,0,25.0,2007,3,18,12,70100,36980,0,0,34.0,0,0,4,9,6.0,12,0.0,0,2,7100,10,8,6,0,100.0,0,0,0,7000,36,9.93,225.65,1,1,0,0,0,6320.73,894.88,679.27,215.61,0.0
10.0,0,121000.0,1,29.62,90000.0,1,21.42,0,25.0,2004,2,33,17,435583,109674,0,0,34.0,0,0,9,7,4.0,17,0.0,0,4,20600,8,7,5,1,100.0,0,0,0,7000,36,7.35,217.27,0,2,0,0,0,6117.28,1083.49,882.72,200.77,0.0
9.0,0,87500.0,1,20.88,90000.0,1,21.42,0,25.0,2006,0,14,11,242009,48506,0,0,34.0,0,0,4,7,14.0,11,0.0,0,3,20500,7,6,3,1,92.9,0,0,0,8000,36,13.58,271.8,2,0,0,0,0,7635.41,549.64,364.59,185.05,0.0
4.0,1,46000.0,1,9.91,90000.0,1,21.42,0,25.0,2008,0,7,5,10652,5167,0,0,34.0,0,0,1,2,21.0,5,0.0,0,3,3000,6,4,4,0,100.0,0,0,0,7200,36,14.07,246.33,2,0,0,0,0,6708.55,733.36,491.45,241.91,0.0
10.0,0,275000.0,1,9.72,90000.0,1,21.42,0,48.0,1995,2,26,13,884610,127446,0,0,49.0,0,0,4,6,5.0,13,0.0,0,7,64600,15,7,7,3,84.0,0,0,0,40000,36,7.35,1241.5,0,2,0,0,1,34956.09,6191.17,5043.91,1147.26,0.0
2.0,0,64000.0,0,3.04,90000.0,1,21.42,0,25.0,1997,6,27,14,257270,10293,0,0,34.0,0,0,0,8,0.0,14,0.0,0,4,43100,20,13,4,3,100.0,0,0,0,40000,60,11.99,889.58,1,2,0,0,0,37500.99,4421.26,2499.01,1922.25,0.0
6.0,0,70480.0,0,37.08,111900.0,0,25.32,0,25.0,2006,5,21,11,341340,116079,0,0,34.0,0,0,4,5,5.0,11,0.0,0,2,30000,8,6,5,1,100.0,0,0,1,34000,60,12.61,766.84,2,0,0,0,0,32758.37,2276.7,1241.63,1035.07,0.0
5.930306000217794,0,41000.0,1,28.63,90000.0,1,21.42,0,80.0,2005,0,9,3,52603,41682,0,0,80.0,0,0,2,1,20.0,3,0.0,0,1,5300,2,1,1,0,88.9,0,0,0,12000,36,11.98,398.46,1,0,0,0,0,11155.65,1179.41,844.35,335.06,0.0
5.930306000217794,0,13920.0,1,28.83,25092.0,1,28.23,0,25.0,1997,0,9,6,81700,11810,0,0,34.0,0,0,1,2,21.0,6,0.0,0,1,10000,4,3,3,3,100.0,0,0,1,4625,36,9.92,149.07,1,0,0,0,0,4402.41,295.59,222.59,73.0,0.0
10.0,1,57500.0,1,11.15,90000.0,1,21.42,0,31.0,1987,1,35,13,32745,16802,0,1,62.0,0,50,0,9,5.0,13,0.0,0,3,5600,22,11,7,1,88.9,0,1,0,10000,36,10.91,326.97,1,2,0,0,0,8798.08,1619.7,1201.92,417.78,0.0
10.0,0,45000.0,2,24.24,90000.0,1,21.42,0,25.0,2008,1,29,25,84324,33590,0,0,34.0,0,0,2,10,0.0,25,0.0,0,7,39000,23,23,10,0,100.0,0,0,0,14000,60,14.07,326.27,2,0,0,0,0,13673.86,641.6,326.14,315.46,0.0
0.0,1,55000.0,1,18.13,90000.0,1,21.42,0,25.0,2010,1,10,9,65847,41101,0,0,34.0,0,0,7,1,3.0,9,0.0,0,1,13500,3,2,1,0,100.0,0,0,0,1800,36,7.35,55.87,0,1,1,0,0,0.0,1822.110357,1800.0,22.11,0.0
8.0,0,65000.0,1,16.89,90000.0,1,21.42,0,35.0,1990,1,30,12,82173,41188,0,0,35.0,0,0,3,7,12.0,12,0.0,0,4,13800,21,9,6,1,96.7,0,0,0,5000,36,9.92,161.15,1,0,0,0,0,4759.38,316.79,240.62,76.17,0.0
5.930306000217794,1,41000.0,1,18.38,90000.0,1,21.42,0,25.0,1989,1,16,9,25582,11816,0,0,34.0,0,0,2,3,12.0,9,0.0,0,1,4600,10,6,5,0,100.0,0,0,0,1500,36,13.58,50.97,2,1,0,1,0,1361.69,201.62,138.31,63.31,0.0
5.930306000217794,1,75000.0,2,10.19,90000.0,1,21.42,0,69.0,2004,0,9,4,32200,22582,0,0,69.0,0,0,0,4,1.0,4,0.0,0,2,7200,8,4,3,1,77.8,0,0,0,22000,36,6.71,676.39,0,0,1,0,1,0.0,22340.38709,22000.0,340.39,0.0
10.0,0,55000.0,2,8.79,90000.0,1,21.42,0,25.0,2007,3,15,4,350836,15284,0,0,34.0,0,0,1,2,3.0,4,0.0,0,1,39500,8,2,1,3,100.0,0,0,0,1625,36,7.34,50.43,0,0,1,0,0,0.0,1625.40851,1625.0,0.41,0.0
